id,intervention,sex,age,college,year,loc_1_bl,loc_2_bl,loc_3_bl,loc_4_bl,loc_5_bl,loc_6_bl,loc_7_bl,loc_8_bl,loc_9_bl,loc_10_bl,loc_1_fu,loc_2_fu,loc_3_fu,loc_4_fu,loc_5_fu,loc_6_fu,loc_7_fu,loc_8_fu,loc_9_fu,loc_10_fu,eff_1_bl,eff_2_bl,eff_3_bl,eff_4_bl,eff_5_bl,eff_1_fu,eff_2_fu,eff_3_fu,eff_4_fu,eff_5_fu
568,0,0,21,2,4,3,1,2,1,4,4,3,1,3,2,2,5,5,4,4,2,2,2,4,3,3,4,2,3,4,1,3,4,3,3
569,1,1,21,2,3,3,3,4,2,4,3,3,4,3,2,4,2,3,4,4,3,5,3,5,4,4,4,5,2,3,3,1,2,3,2
570,1,0,21,2,4,2,3,4,3,4,3,2,4,3,3,2,2,5,3,2,4,2,5,4,5,3,2,1,2,2,1,1,1,2,1
571,1,1,18,2,2,1,3,2,5,4,5,3,3,1,1,3,3,4,3,3,2,2,3,3,1,3,3,4,3,3,2,2,3,1,2
572,0,0,20,2,2,2,5,3,4,2,2,2,4,4,3,3,4,3,4,4,3,2,3,3,2,4,4,4,2,4,1,3,1,4,3
573,0,1,22,2,3,2,5,1,1,4,3,5,2,2,3,4,1,2,1,4,4,2,3,3,2,1,1,1,1,2,3,1,1,1,1
574,1,0,21,2,1,3,3,2,3,4,5,4,2,3,3,4,2,3,3,4,4,4,2,4,3,3,2,3,4,2,2,1,1,1,2
575,0,1,18,2,2,2,1,2,2,4,5,4,3,1,3,2,4,4,4,2,2,2,3,3,3,2,1,1,2,1,2,2,3,2,1
576,1,0,21,2,4,2,2,2,2,1,3,4,5,3,5,4,4,4,3,3,3,5,4,4,4,5,5,5,5,5,2,3,2,2,1
577,0,1,18,2,1,4,4,4,3,3,2,2,4,5,4,3,4,3,2,2,2,4,2,1,2,4,4,4,3,3,2,2,1,1,1
578,1,0,18,2,1,5,4,5,3,3,1,2,2,4,5,5,4,3,3,2,4,4,3,4,4,4,3,4,3,1,3,2,2,3,1
579,1,1,21,2,2,4,1,2,1,4,3,4,2,1,3,4,4,4,4,5,4,2,4,3,5,4,5,5,5,3,1,2,1,3,3
580,0,0,20,2,2,2,3,1,2,2,5,2,4,2,3,3,2,4,5,2,3,3,1,4,2,2,1,2,4,2,1,2,3,4,1
581,1,1,19,2,1,2,5,2,5,3,4,5,5,3,4,3,3,3,2,5,4,4,2,4,3,4,5,4,5,5,2,2,2,1,3
582,1,0,21,2,1,2,1,1,2,5,4,2,2,5,5,5,3,3,4,3,3,5,5,4,4,5,3,5,4,4,4,2,2,2,2
583,0,1,22,2,3,2,5,5,4,1,2,1,4,3,5,4,1,1,4,2,2,3,4,1,3,4,5,3,3,3,2,1,2,2,2
584,1,0,20,2,4,2,2,4,5,5,3,5,1,4,1,5,3,3,4,5,4,4,4,3,4,3,2,4,2,2,4,2,1,4,3
585,1,1,22,2,3,3,4,5,2,2,1,4,4,2,5,4,2,2,4,3,4,3,4,3,4,2,3,4,3,3,1,2,1,3,1
586,0,0,19,2,2,1,3,3,3,5,4,4,2,1,2,3,2,3,3,2,3,3,4,3,3,4,5,2,3,3,1,1,2,3,1
587,1,1,19,2,3,2,3,3,1,5,4,3,2,3,5,5,4,4,3,3,4,3,3,3,3,5,3,4,4,3,3,2,3,2,2
588,1,0,19,2,3,5,3,2,4,4,3,2,3,3,3,3,2,4,5,4,5,5,2,5,2,2,2,3,5,5,1,1,2,3,3
589,0,1,21,2,3,2,3,2,3,3,4,4,4,3,3,3,5,5,3,2,4,5,2,2,2,4,4,5,5,4,3,2,3,2,2
590,0,0,21,2,3,3,4,2,4,3,2,3,5,3,2,2,3,3,3,2,5,3,3,3,3,2,3,3,1,2,2,3,1,2,1
591,1,1,20,2,4,5,5,5,3,5,1,1,3,4,5,2,2,5,2,4,3,3,4,4,3,4,5,3,4,4,1,2,3,1,2
592,1,0,21,2,4,1,2,1,2,3,4,5,2,1,3,4,3,4,4,5,2,4,4,4,3,3,3,5,3,2,2,3,3,2,3
593,0,1,18,2,1,5,3,3,3,1,3,1,4,1,2,4,4,3,3,3,3,2,1,3,2,2,2,1,1,1,2,3,1,2,2
594,0,0,20,2,2,5,5,4,4,1,4,4,5,2,4,3,3,3,5,2,2,3,3,2,3,3,3,3,4,4,2,2,2,2,1
595,0,1,20,2,3,3,2,3,3,3,3,2,3,3,4,3,1,5,5,4,2,3,4,3,4,2,1,1,3,2,2,1,4,3,3
596,0,0,18,2,1,5,4,1,3,4,2,1,2,4,5,2,3,3,4,5,4,2,3,4,3,1,1,1,1,1,1,2,2,3,2
597,1,1,20,2,1,3,3,3,4,2,4,3,3,4,3,4,5,3,5,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,2
598,0,0,20,2,1,3,4,1,3,4,2,2,3,3,1,4,3,4,4,5,3,1,2,3,4,3,4,3,3,3,2,1,3,3,3
599,0,1,20,2,4,5,1,4,1,2,5,5,3,2,1,2,2,2,5,3,4,5,4,4,2,3,3,4,2,4,2,1,1,3,2
600,0,0,18,2,3,1,5,5,4,3,3,1,5,2,4,3,1,3,3,3,3,3,4,3,5,4,2,4,4,4,1,1,1,2,3
601,1,1,21,2,3,2,1,4,1,5,5,4,3,1,3,4,5,2,2,3,3,5,3,5,3,2,4,4,3,2,2,4,1,1,2
602,1,0,18,2,2,2,1,4,1,3,1,4,4,3,4,4,3,2,4,3,5,3,3,2,5,3,4,4,2,3,2,2,2,2,1
603,1,1,20,2,3,5,2,3,2,5,5,5,3,2,2,3,3,4,4,4,4,3,3,2,5,1,2,3,3,2,2,2,2,1,2
604,1,0,20,2,3,4,4,3,3,3,5,5,4,3,2,5,3,2,3,3,3,4,2,4,3,4,4,2,3,4,2,2,1,2,2
605,0,1,19,2,1,1,3,3,2,4,4,4,4,3,2,2,3,4,2,1,4,3,3,4,2,2,1,3,2,2,1,3,3,1,1
606,1,0,19,2,2,3,5,5,5,2,1,1,5,3,5,2,5,3,3,5,2,2,4,4,2,2,2,1,3,2,1,4,2,2,4
607,1,1,22,2,3,4,5,3,4,3,2,2,5,3,4,3,4,4,5,5,5,3,1,2,3,2,1,3,3,4,1,2,2,2,4
608,1,0,19,2,4,1,3,4,4,4,3,4,3,4,3,4,2,4,4,3,4,3,4,3,3,3,4,3,3,3,3,1,1,3,2
609,0,1,21,2,3,3,2,4,1,5,4,3,3,2,4,3,2,4,2,3,3,3,3,2,4,4,4,3,3,2,2,1,2,1,2
610,0,0,21,2,1,4,2,3,5,2,1,2,4,5,5,5,3,1,5,4,3,5,3,3,1,3,4,3,3,4,3,3,1,3,1
611,0,1,20,2,4,1,3,3,4,5,5,3,3,2,3,4,3,2,3,3,4,3,1,3,2,1,3,2,2,2,1,2,2,2,2
612,0,0,18,2,1,4,3,3,2,5,3,3,2,3,1,3,4,2,3,2,2,4,2,5,5,3,2,4,3,3,1,2,1,2,1
613,1,1,19,2,3,1,1,2,3,3,3,4,5,3,4,4,3,3,5,4,5,4,5,4,5,4,3,4,3,5,1,3,1,3,2
614,0,0,19,2,4,1,3,1,3,5,4,5,2,1,1,2,3,3,2,3,3,5,4,3,2,2,2,3,4,3,1,1,1,1,2
615,1,1,18,2,2,2,2,1,2,5,4,4,1,2,4,3,3,4,2,5,2,3,5,3,2,4,4,5,4,4,2,2,3,1,2
616,0,0,18,2,2,4,5,3,4,3,3,4,1,2,2,3,2,4,4,4,2,2,3,2,1,4,2,5,5,5,2,1,2,2,2
617,0,1,21,2,4,2,2,2,2,2,4,2,1,1,3,3,4,3,5,4,2,4,1,2,4,2,2,1,3,3,2,3,3,2,3
618,1,0,18,2,4,2,4,3,4,2,5,5,4,2,3,4,2,3,5,4,3,4,3,4,3,3,2,3,3,3,3,1,1,4,4
619,1,1,18,2,1,2,2,2,1,4,4,4,1,1,1,3,4,3,1,5,3,4,4,3,5,2,3,2,3,2,1,2,1,1,3
620,1,0,18,2,4,2,2,4,2,4,4,3,2,1,3,4,3,2,4,3,4,4,3,4,3,3,3,1,4,4,3,1,1,3,1
621,0,1,19,2,1,5,4,3,5,2,2,2,5,5,3,4,1,1,2,4,3,2,3,3,1,1,4,3,2,4,2,2,1,1,2
622,1,0,18,2,3,3,3,3,5,1,1,2,5,2,4,3,4,3,3,5,1,4,5,4,2,2,2,3,2,4,2,2,1,2,2
623,0,1,21,2,1,4,2,3,4,2,2,3,5,4,3,3,4,3,5,2,4,2,3,3,4,3,3,3,5,4,1,4,2,3,2
624,1,0,22,2,4,2,1,3,3,5,5,5,2,3,1,5,2,2,4,3,3,3,3,5,3,3,4,4,2,4,3,1,1,2,1
625,0,1,18,2,4,4,5,2,3,3,2,4,2,3,3,3,4,4,3,3,4,5,3,1,2,2,2,3,3,3,2,3,1,1,1
626,1,0,21,2,3,3,4,3,3,5,4,3,2,3,1,2,2,4,4,5,4,4,2,4,3,4,2,2,1,2,2,2,2,3,3
627,1,1,22,2,4,2,2,3,2,3,3,4,5,2,4,3,5,3,3,4,4,3,4,3,5,2,5,4,4,3,3,3,1,3,3
628,0,0,22,2,4,2,2,4,3,2,4,4,3,3,3,3,2,4,2,3,3,2,3,4,3,3,3,4,4,3,2,2,3,1,2
629,0,1,18,2,2,3,4,3,4,2,4,2,2,5,2,3,2,3,4,4,5,3,3,5,4,3,5,3,3,4,3,2,2,3,4
630,0,0,21,2,2,3,2,3,3,4,3,1,4,5,3,3,2,4,2,1,2,3,2,3,3,1,1,2,1,1,1,1,1,2,2
631,0,1,22,2,3,1,2,2,1,5,5,5,1,1,2,5,3,3,4,4,4,3,3,3,3,1,2,2,1,1,3,2,1,2,3
632,0,0,19,2,1,2,1,5,3,5,5,3,3,4,4,4,1,3,4,4,3,2,3,5,3,4,5,3,3,3,2,1,2,3,3
633,1,1,20,2,2,3,1,2,2,3,4,4,2,2,3,5,3,3,2,4,5,1,4,2,3,4,3,3,2,4,4,2,1,3,3
634,0,0,19,2,1,4,3,4,5,1,2,2,2,3,2,2,2,3,1,2,3,2,2,2,1,2,1,3,2,1,1,1,1,1,2
635,0,1,19,2,4,4,4,5,3,2,1,1,3,1,5,4,5,3,3,3,5,3,4,2,4,3,3,2,5,4,3,2,2,2,1
636,0,0,21,2,2,3,3,5,3,3,5,3,3,2,3,1,3,3,2,3,2,1,3,3,5,4,4,3,4,4,1,3,3,1,1
637,1,1,18,2,3,5,1,4,4,3,5,5,3,1,3,5,2,3,3,2,3,4,3,4,4,1,1,1,1,1,3,2,3,3,1
638,0,0,22,2,3,1,1,2,1,5,4,5,1,2,1,3,3,4,4,4,3,2,3,4,3,1,2,1,1,3,1,1,3,3,3
639,1,1,22,2,3,2,2,1,2,4,5,4,2,2,2,2,4,4,4,3,4,3,4,3,3,4,4,4,5,5,2,4,2,2,1
640,1,0,21,2,2,4,5,4,3,1,1,2,3,5,5,3,3,2,3,4,3,2,2,3,5,2,3,2,1,1,1,2,2,2,3
641,0,1,19,2,1,3,2,3,1,4,2,5,3,4,2,3,3,2,2,2,4,3,1,4,4,2,3,1,2,3,4,1,1,1,1
642,1,0,22,2,4,3,3,4,2,3,3,2,2,2,5,3,4,3,4,3,2,5,4,2,2,3,2,3,2,4,2,2,1,2,2
643,1,1,20,2,1,5,3,4,1,1,3,2,4,3,5,3,3,1,4,5,4,4,4,3,4,5,5,5,3,3,1,1,1,3,4
644,1,0,19,2,1,3,4,2,4,1,1,1,4,3,4,3,3,2,4,4,3,3,4,5,4,3,5,5,5,4,1,2,1,2,3
645,1,1,21,2,4,4,4,4,3,2,4,5,5,4,3,5,4,2,2,5,5,4,3,3,5,3,3,4,4,5,3,3,3,1,2
646,1,0,21,2,4,2,3,4,2,1,3,4,4,3,2,5,4,2,5,3,1,2,4,3,4,3,3,1,3,1,3,2,1,2,1
647,1,1,22,2,2,4,3,2,4,3,3,3,3,2,4,3,3,4,3,3,3,3,4,2,3,3,4,3,2,3,2,1,1,2,2
648,1,0,19,2,2,4,2,2,4,3,4,4,2,2,2,3,4,2,4,5,5,2,3,4,3,1,3,2,5,1,1,3,2,3,3
649,0,1,22,2,2,3,3,4,4,3,2,3,5,3,3,5,2,5,2,2,3,4,3,2,2,5,3,3,3,3,3,2,3,1,1
650,0,0,20,2,2,3,1,4,3,4,3,3,2,2,2,3,2,3,4,2,2,2,2,3,4,1,2,2,3,2,3,2,1,3,4
651,1,1,19,2,2,3,1,2,3,3,3,5,2,1,1,4,3,3,2,4,4,5,3,3,3,3,4,4,3,4,2,2,3,2,3
652,1,0,19,2,4,2,2,5,3,3,5,3,2,3,4,3,4,4,4,3,3,4,4,5,3,4,4,3,4,3,3,2,2,3,1
653,0,1,19,2,1,3,3,4,3,1,2,1,4,4,4,4,5,4,3,3,2,4,4,2,3,5,3,3,4,4,2,3,2,2,1
654,1,0,21,2,2,5,5,5,5,1,2,1,5,5,2,4,4,3,3,4,4,5,4,3,2,4,5,4,5,5,2,1,1,2,2
655,1,1,21,2,2,2,2,5,1,3,5,5,1,2,3,4,4,5,4,5,1,2,4,5,4,3,4,2,3,2,3,2,3,2,3
656,1,0,18,2,1,3,1,3,1,5,2,2,4,5,4,4,4,4,5,3,2,3,4,3,4,3,3,4,1,4,2,2,2,3,3
657,1,1,18,2,2,5,4,4,5,3,2,2,3,5,3,2,4,4,3,2,3,3,4,4,2,4,1,3,4,4,1,2,3,2,1
658,0,0,21,2,1,2,3,3,3,4,3,2,1,2,2,5,2,4,3,3,3,3,2,5,2,3,3,4,2,3,2,3,2,1,3
659,0,1,22,2,1,4,5,5,4,3,1,1,4,3,5,5,3,4,3,4,3,5,3,4,3,2,3,2,3,2,3,2,2,2,3
660,1,0,22,2,4,5,1,1,1,4,5,1,3,3,3,3,3,3,4,3,3,5,3,4,3,1,1,2,2,2,1,1,2,3,2
661,1,1,22,2,3,4,1,5,3,4,3,3,5,4,4,3,4,3,4,4,5,3,3,1,3,2,3,3,3,3,1,3,1,3,4
662,0,0,20,2,4,5,5,5,4,3,2,3,4,3,4,4,2,5,4,2,3,2,3,4,2,2,4,3,3,5,4,1,3,4,1
663,0,1,21,2,3,2,3,4,2,4,3,3,3,1,3,3,2,3,2,1,1,3,2,3,4,2,2,4,3,2,2,2,4,2,1
664,0,0,22,2,3,5,4,4,5,2,1,2,4,5,4,3,3,3,2,3,1,3,2,2,3,4,5,5,4,4,1,3,3,1,3
665,0,1,22,2,3,4,4,5,4,2,1,1,1,5,3,2,3,2,3,4,2,4,3,4,1,3,4,4,4,3,2,1,1,3,3
666,1,0,20,2,2,3,3,3,2,3,3,5,3,2,1,4,3,3,2,2,3,5,3,4,3,2,5,4,3,3,3,3,2,1,1
667,0,1,21,2,4,1,1,1,1,5,5,5,4,1,1,4,4,4,4,2,2,4,5,3,3,4,4,4,5,3,1,3,1,3,1
668,1,0,20,2,3,2,3,1,1,3,4,1,3,4,5,3,5,2,2,4,4,2,1,3,3,3,3,4,2,3,1,4,1,3,2
669,0,1,19,2,1,2,3,1,5,5,2,5,1,3,1,1,1,5,2,3,2,2,2,2,2,5,3,2,4,2,1,1,3,2,1
670,0,0,22,2,2,3,2,1,1,4,5,5,1,1,1,4,2,3,2,4,2,3,4,4,4,3,2,2,3,2,1,1,2,2,3
671,0,1,19,2,4,3,2,2,3,4,2,5,4,1,2,1,3,4,3,3,3,3,3,4,4,4,4,3,4,4,1,3,3,2,3
672,0,0,21,2,3,4,5,3,4,2,3,1,4,3,5,3,4,5,2,2,3,1,2,3,3,2,2,2,3,1,2,3,3,1,2
673,1,1,21,2,1,3,3,2,3,2,4,5,1,1,3,2,5,3,3,3,5,3,3,5,3,2,1,3,1,1,2,4,2,2,2
674,1,0,18,2,4,5,5,2,5,1,3,2,5,5,5,4,4,2,4,4,4,3,5,4,4,5,5,4,4,3,2,2,2,3,2
675,1,1,22,2,4,1,5,4,5,2,1,2,3,5,5,4,1,4,2,4,2,4,4,4,4,4,3,5,5,4,4,1,2,1,3
676,1,0,22,2,2,5,4,5,4,1,2,3,5,3,4,3,5,5,5,3,3,4,3,5,3,3,3,4,1,3,1,2,3,1,1
677,0,1,19,2,4,1,1,2,1,3,2,2,4,2,3,3,4,3,3,5,3,2,4,2,3,4,3,2,4,5,4,2,2,3,2
678,0,0,21,2,2,3,3,3,5,2,4,1,5,3,3,3,2,3,5,3,3,2,3,3,5,4,4,4,5,5,2,1,1,2,3
679,0,1,21,2,3,1,1,2,3,4,4,5,2,4,1,5,3,3,4,4,3,2,3,2,4,4,4,5,3,4,2,2,3,2,4
680,1,0,18,2,2,2,2,3,1,5,5,3,2,1,3,4,2,5,4,3,5,2,3,2,2,2,3,4,2,3,2,1,3,4,1
681,0,1,19,2,1,5,2,4,1,4,4,3,2,1,4,3,1,3,3,3,3,1,2,2,2,2,1,1,2,3,2,1,1,3,1
682,0,0,22,2,2,5,4,4,5,2,2,1,4,4,2,1,1,3,4,2,3,4,3,5,5,5,3,4,5,4,1,1,1,2,2
683,1,1,21,2,1,1,1,1,3,2,5,3,2,1,1,4,1,4,3,4,4,5,4,4,4,1,3,1,3,1,2,1,3,2,1
684,0,0,22,2,2,1,2,2,3,5,3,5,3,3,2,3,3,3,2,2,4,3,2,1,3,4,3,3,4,4,1,2,2,1,1
685,1,1,21,2,4,4,5,5,3,2,2,2,2,3,2,2,3,4,3,4,1,2,3,3,4,3,2,3,2,1,1,2,3,2,2
686,1,0,19,2,3,4,3,4,3,4,3,4,3,2,4,4,4,3,4,5,2,3,5,3,4,1,1,1,2,1,2,3,3,1,4
687,0,1,19,2,1,2,2,5,1,3,3,4,2,3,3,3,3,3,3,3,4,2,3,4,4,3,4,3,3,2,1,2,1,1,1
688,1,0,18,2,2,4,4,1,2,3,4,5,1,2,4,4,3,3,4,4,5,5,4,3,2,4,4,3,4,2,2,2,1,2,4
689,0,1,20,2,2,2,3,3,2,4,4,2,5,3,5,3,2,2,1,4,2,4,3,3,2,2,4,3,1,3,2,3,1,1,2
690,0,0,20,2,2,3,3,1,2,4,2,2,4,1,3,3,5,1,2,3,4,4,4,3,2,4,5,5,5,2,2,2,1,2,2
691,0,1,19,2,4,3,5,1,2,3,2,3,4,3,3,2,3,2,2,2,4,4,2,3,4,3,3,3,2,1,1,1,2,1,1
692,0,0,18,2,4,4,3,3,3,4,4,4,3,1,3,3,4,2,3,3,5,4,3,2,4,3,4,3,4,4,1,1,1,2,3
693,1,1,21,2,1,5,1,2,3,4,2,2,5,5,4,4,3,2,4,3,2,3,4,3,1,4,5,5,5,5,2,3,2,3,2
694,0,0,19,2,1,4,4,4,3,5,5,4,5,3,4,3,4,3,4,3,2,3,2,3,2,2,3,1,1,3,3,2,3,3,3
695,1,1,20,2,4,1,1,1,2,3,5,4,1,1,1,3,2,5,2,3,2,4,3,3,5,2,2,4,4,2,2,1,3,1,2
696,1,0,19,2,1,3,3,2,1,3,3,2,1,1,5,5,4,3,3,4,4,4,2,3,3,2,2,2,2,1,2,3,1,2,3
697,1,1,22,2,3,4,1,3,3,4,4,4,1,3,3,4,4,5,3,2,4,3,4,3,4,4,3,1,2,5,2,4,4,2,2
698,1,0,21,2,3,3,1,1,1,4,5,5,1,1,1,4,4,3,4,2,2,2,3,5,4,5,4,3,5,5,1,2,2,3,1
699,0,1,22,2,4,5,3,1,3,2,2,3,5,3,3,2,2,3,3,3,4,3,1,2,3,2,2,3,4,5,1,1,2,4,2
700,0,0,21,2,1,3,3,3,2,3,1,4,2,4,4,3,2,3,2,4,2,3,3,2,5,2,1,2,4,2,2,1,3,1,2
701,0,1,19,2,2,1,1,1,1,5,5,5,1,2,1,3,2,5,3,4,2,5,3,4,1,4,2,3,4,2,2,1,4,2,2
702,1,0,20,2,3,4,3,5,5,1,1,3,5,5,5,3,3,3,3,5,4,4,3,2,4,2,1,1,1,1,3,3,2,1,3
703,0,1,21,2,4,4,2,3,3,3,4,2,2,3,3,4,3,4,4,5,5,3,4,4,4,5,4,4,4,3,1,1,2,3,3
704,1,0,20,2,1,4,1,5,4,1,2,2,2,4,5,4,4,4,4,3,3,4,5,4,3,4,4,3,4,3,2,3,3,3,1
705,1,1,21,2,4,2,4,4,2,4,5,4,1,5,2,3,5,4,3,3,3,5,5,2,3,4,3,4,4,5,1,4,3,1,3
706,0,0,21,2,2,3,1,2,5,3,5,3,2,3,3,3,4,3,3,5,3,2,1,4,4,5,3,5,5,5,1,2,1,2,2
707,0,1,20,2,3,2,5,3,3,5,5,3,2,3,2,3,3,5,5,3,3,2,2,3,3,1,1,2,1,2,2,2,2,4,1
708,1,0,21,2,4,5,4,4,3,1,1,2,3,5,4,4,3,4,5,4,4,5,4,4,3,5,5,4,2,4,2,1,3,3,3
709,0,1,19,2,4,3,3,1,1,4,4,3,1,2,1,4,5,2,2,4,2,2,3,2,4,4,5,4,4,5,2,2,1,1,3
710,1,0,18,2,4,3,5,5,3,4,1,2,3,3,4,5,5,3,5,2,4,3,3,2,4,2,2,2,2,3,4,4,1,3,2
711,0,1,19,2,2,5,5,5,5,1,1,1,5,4,5,4,3,1,3,3,3,3,5,3,3,3,3,2,3,4,2,2,1,2,2
712,1,0,19,2,4,4,5,5,4,2,2,2,4,3,3,4,5,4,5,5,4,3,5,4,4,3,2,3,2,1,1,3,3,3,5
713,0,1,18,2,2,2,3,1,1,5,5,5,1,1,2,2,4,2,4,1,3,5,3,2,4,2,2,1,3,1,1,2,1,5,1
714,1,0,21,2,2,3,3,2,3,3,4,4,4,3,4,5,5,5,4,3,4,2,3,4,5,1,1,2,2,1,2,3,3,1,1
715,0,1,20,2,2,5,4,4,3,3,3,3,5,3,5,3,4,3,3,5,5,2,3,4,3,2,1,2,4,2,2,2,1,2,2
716,0,0,18,2,3,1,2,1,2,5,5,2,2,1,1,5,3,2,3,3,3,3,1,4,2,2,1,2,4,1,3,2,1,2,2
717,1,1,21,2,3,5,4,3,2,3,3,4,4,4,3,4,5,4,4,4,5,3,5,4,2,4,4,5,3,4,2,2,3,4,2
718,0,0,18,2,4,4,3,3,5,1,1,3,5,3,5,3,3,2,1,3,4,2,2,4,1,3,4,2,2,2,1,2,1,1,2
719,0,1,22,2,4,3,3,2,3,2,5,4,3,1,1,2,4,2,3,3,4,5,2,3,5,4,2,5,3,4,1,3,1,1,2
720,1,0,21,2,3,5,3,4,3,2,1,3,5,5,3,4,5,3,3,2,4,3,4,2,5,2,1,2,3,2,4,3,2,2,2
721,1,1,21,2,1,4,2,5,4,1,3,2,3,4,4,3,4,4,2,4,3,4,3,4,4,4,3,3,3,4,1,1,4,1,3
722,1,0,20,2,3,3,1,2,1,5,5,4,1,1,1,3,3,4,4,3,3,5,3,3,3,2,4,3,4,5,2,2,3,2,1
723,0,1,21,2,2,5,5,5,2,1,2,3,5,5,3,1,4,3,2,4,4,3,3,2,4,2,1,3,2,4,1,1,2,1,2
724,1,0,19,2,3,2,3,2,1,5,4,5,2,1,4,5,2,3,2,3,3,3,2,2,3,1,1,2,2,2,4,2,2,1,1
725,1,1,22,2,2,5,3,4,3,3,3,2,3,4,5,3,5,4,5,4,5,4,5,4,4,4,4,4,5,3,2,3,2,2,3
726,1,0,21,2,4,4,4,5,4,3,4,3,3,3,4,3,5,5,2,4,4,4,5,3,3,3,2,3,4,3,3,3,2,1,2
727,0,1,18,2,1,5,5,4,4,1,2,3,2,3,3,2,1,4,3,4,3,1,4,4,3,5,4,5,4,4,1,1,2,1,2
728,1,0,22,2,4,5,3,1,4,2,3,4,3,3,3,4,5,4,5,4,3,2,3,3,5,2,3,3,3,4,3,2,1,4,3
729,1,1,18,2,2,2,2,5,5,3,1,1,4,4,3,2,3,5,4,3,5,2,4,4,3,4,2,3,2,4,1,1,3,3,2
730,0,0,19,2,2,4,3,5,2,2,3,3,3,3,2,4,4,3,2,3,4,3,4,3,3,2,1,1,1,3,2,3,1,2,3
731,1,1,22,2,2,3,5,4,3,1,1,1,2,2,4,3,2,4,3,2,2,3,3,2,3,4,2,2,3,1,2,2,2,1,3
732,0,0,20,2,1,3,1,4,3,1,3,4,3,3,3,4,3,3,2,1,1,3,3,2,2,2,2,1,1,2,4,1,1,1,1
733,0,1,20,2,3,3,2,3,5,3,3,3,5,3,4,3,2,3,3,3,2,3,2,3,3,1,2,3,2,1,1,1,2,3,2
734,0,0,18,2,4,4,3,2,3,2,2,5,4,2,3,5,3,2,3,4,3,3,2,5,2,3,4,4,3,5,4,2,1,1,2
735,0,1,21,2,4,1,2,1,1,4,4,5,3,2,1,3,4,5,2,3,3,5,4,3,4,2,1,2,2,1,2,2,2,2,3
736,0,0,18,2,3,4,4,2,4,4,3,1,4,3,3,3,5,3,2,4,2,3,3,2,5,4,4,2,4,3,2,3,4,1,4
737,0,1,21,2,4,5,5,5,5,1,1,1,5,5,5,4,1,5,5,5,4,2,4,3,4,3,3,2,2,3,3,1,3,3,2
738,0,0,21,2,1,3,5,5,4,2,2,1,5,5,4,3,2,2,2,2,5,2,3,4,3,1,2,3,2,3,1,1,1,2,2
739,1,1,22,2,4,2,4,3,5,1,1,2,4,5,4,3,4,1,3,5,4,3,4,3,3,3,2,2,2,3,2,3,1,1,2
740,0,0,21,2,2,4,4,3,5,2,1,2,5,5,5,2,2,4,5,2,4,3,2,2,4,2,2,4,1,2,2,2,2,3,1
741,0,1,20,2,3,2,3,2,3,3,3,4,5,3,3,5,3,4,2,1,3,3,4,4,1,3,4,4,3,3,4,2,3,2,1
742,1,0,19,2,1,1,2,1,1,4,5,3,2,1,1,3,3,4,5,2,2,5,4,3,3,3,5,4,3,2,3,2,2,2,1
743,0,1,18,2,3,4,3,5,4,5,1,4,2,3,3,5,3,2,4,4,3,4,2,2,3,3,3,4,4,3,2,3,1,3,2
744,0,0,19,2,1,2,3,1,3,4,3,5,3,1,2,3,2,2,4,2,4,3,2,2,3,1,1,2,1,1,1,2,1,2,1
745,1,1,22,2,2,3,1,1,3,3,4,3,1,2,3,5,1,3,2,2,5,5,4,4,3,1,1,2,3,3,3,1,2,2,1
746,1,0,18,2,3,2,3,1,3,4,1,2,1,2,1,2,3,4,4,3,4,5,1,2,4,4,4,4,4,5,1,2,2,2,2
747,0,1,20,2,4,1,1,3,2,4,4,3,1,1,1,2,2,4,3,4,1,3,5,3,2,4,4,2,1,3,1,1,2,1,3
748,0,0,22,2,1,4,2,2,1,5,5,4,3,3,3,3,3,3,3,3,3,2,3,5,2,4,4,5,5,4,1,2,2,2,2
749,1,1,19,2,3,5,4,4,3,5,4,3,3,4,3,3,4,4,4,3,4,1,4,3,3,4,5,4,4,3,2,3,3,2,1
750,0,0,20,2,4,4,1,4,1,3,1,2,2,3,5,4,4,2,2,2,4,1,4,2,2,2,2,2,3,1,2,2,1,2,1
751,1,1,18,2,3,2,4,3,2,3,2,4,1,2,3,4,4,4,3,4,1,3,4,5,4,3,2,4,2,4,2,3,2,3,2
752,1,0,21,2,3,3,1,5,2,2,3,5,2,3,5,3,4,3,3,3,3,3,2,4,3,1,2,1,1,1,2,3,1,2,2
753,1,1,19,2,3,1,2,4,5,2,2,4,2,3,1,3,2,4,5,5,3,4,3,4,3,1,1,2,3,2,3,1,3,4,3
754,1,0,18,2,1,5,2,4,2,2,4,4,1,3,4,3,3,2,4,2,4,4,4,3,4,1,2,2,2,1,2,2,1,2,2
755,1,1,19,2,4,1,2,1,2,4,2,5,2,1,1,4,4,2,3,2,3,3,3,5,3,2,2,4,3,3,1,2,1,2,1
756,1,0,22,2,2,1,2,5,5,3,2,2,5,4,3,3,4,3,5,4,3,3,3,3,4,5,5,4,5,5,2,2,1,3,2
757,1,1,21,2,1,3,4,4,3,3,4,1,1,5,3,5,4,3,4,5,3,5,4,5,4,4,3,2,2,3,2,2,2,2,2
